------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.3 Firmware v2.5.0 date format M/d/yyyy at 40 Hz  Filter Normal -----------,,
Serial Number: CLE2B20130009,,
Start Time 11:27:00,,
Start Date 6/14/2018,,
Epoch Period (hh:mm:ss) 00:00:00,,
Download Time 15:16:42,,
Download Date 6/14/2018,,
Current Memory Address: 0,,
Current Battery Voltage: 4.21     Mode = 12,,
--------------------------------------------------,,
Accelerometer X,Accelerometer Y,Accelerometer Z
-0.293,0.123,-0.965
-0.255,0.144,-0.953
-0.196,0.205,-0.988
-0.17,0.211,-0.982
-0.141,0.226,-0.979
-0.1,0.243,-0.988
-0.07,0.27,-1.021
0.012,0.287,-0.974
0.088,0.267,-0.988
0.126,0.24,-0.965
0.176,0.226,-1.006
0.202,0.191,-1.006
0.205,0.155,-0.941
0.305,0.141,-1.097
0.302,0.053,-1.018
0.29,-0.009,-0.974
0.299,-0.032,-0.991
0.314,-0.07,-0.997
0.299,-0.067,-0.991
0.305,-0.103,-0.997
0.293,-0.182,-1.012
0.261,-0.238,-1.018
0.188,-0.302,-0.997
0.15,-0.32,-0.965
0.147,-0.337,-0.982
0.141,-0.346,-1.023
0.07,-0.375,-1.012
0.044,-0.399,-1.026
-0.032,-0.402,-1.023
-0.126,-0.372,-1.012
-0.17,-0.314,-0.941
-0.214,-0.314,-0.997
-0.255,-0.261,-0.988
-0.27,-0.24,-0.982
-0.29,-0.202,-0.979
-0.314,-0.129,-0.991
-0.32,-0.085,-0.991
-0.314,-0.032,-0.968
-0.293,0.015,-0.977
-0.287,0.044,-0.956
-0.308,0.053,-0.977
-0.287,0.155,-0.965
-0.211,0.226,-0.962
-0.147,0.238,-0.968
-0.135,0.252,-0.982
-0.085,0.258,-0.982
-0.023,0.252,-0.988
-0.009,0.255,-0.988
0.047,0.261,-0.988
0.085,0.273,-1.009
0.161,0.246,-1.018
0.217,0.199,-0.965
0.246,0.152,-0.997
0.317,0.138,-1.065
0.314,0.067,-1.035
0.299,0,-1.003
0.308,-0.038,-0.997
0.334,-0.07,-1.009
0.314,-0.126,-1.006
0.258,-0.217,-0.988
0.214,-0.261,-0.968
0.199,-0.258,-0.988
0.214,-0.267,-0.991
0.158,-0.32,-0.979
0.132,-0.358,-0.979
0.012,-0.384,-0.994
-0.018,-0.358,-0.927
-0.038,-0.355,-0.988
-0.062,-0.358,-0.997
-0.07,-0.387,-1.009
-0.185,-0.331,-1.012
-0.24,-0.284,-0.994
-0.27,-0.261,-0.968
-0.279,-0.226,-0.977
-0.279,-0.17,-0.968
-0.331,-0.117,-0.988
-0.326,-0.155,-1.003
-0.334,-0.082,-0.982
-0.334,0.026,-1.003
-0.302,0.07,-0.974
-0.279,0.123,-0.95
-0.243,0.176,-0.979
-0.199,0.196,-0.979
-0.226,0.176,-0.962
-0.22,0.211,-0.962
-0.158,0.255,-0.956
-0.056,0.287,-0.962
0.041,0.287,-0.997
0.117,0.267,-1.003
0.129,0.24,-0.991
0.147,0.22,-0.982
0.196,0.205,-1.009
0.217,0.123,-0.941
0.276,0.123,-0.994
0.293,0.062,-1.006
0.293,0,-0.991
0.279,-0.053,-0.962
0.279,-0.073,-0.991
0.302,-0.141,-1.012
0.287,-0.188,-0.997
0.22,-0.261,-0.953
0.202,-0.305,-0.988
0.182,-0.305,-0.994
0.147,-0.32,-1.003
0.091,-0.34,-0.991
0.041,-0.37,-1.012
0.009,-0.372,-0.962
-0.062,-0.361,-0.947
-0.106,-0.343,-0.938
-0.129,-0.32,-0.947
-0.211,-0.314,-1.026
-0.229,-0.282,-1.018
-0.24,-0.261,-1.023
-0.264,-0.29,-1.047
-0.305,-0.229,-1.018
-0.328,-0.152,-0.988
-0.355,-0.076,-0.997
-0.349,-0.047,-1.006
-0.317,0,-0.997
-0.317,0.041,-0.95
-0.317,0.076,-0.927
-0.293,0.152,-0.982
-0.24,0.196,-0.988
-0.155,0.238,-0.968
-0.129,0.246,-0.965
-0.117,0.252,-0.968
-0.067,0.27,-0.977
-0.018,0.282,-0.977
0.032,0.302,-0.979
0.114,0.261,-0.962
0.185,0.24,-0.956
0.22,0.196,-0.962
0.249,0.152,-0.953
0.284,0.088,-0.979
0.308,0.062,-1.006
0.302,0.012,-0.979
0.308,-0.041,-0.988
0.299,-0.123,-0.994
0.276,-0.167,-1.009
0.255,-0.173,-0.994
0.24,-0.217,-0.974
0.232,-0.252,-0.977
0.188,-0.317,-0.965
0.117,-0.361,-0.968
0.076,-0.361,-0.977
0.029,-0.358,-0.997
-0.023,-0.361,-0.994
-0.047,-0.361,-0.988
-0.085,-0.372,-1.003
-0.132,-0.367,-0.974
-0.232,-0.34,-1.047
-0.249,-0.258,-0.979
-0.243,-0.232,-0.974
-0.302,-0.229,-1.012
-0.299,-0.161,-0.994
-0.302,-0.141,-0.979
-0.346,-0.038,-1.006
-0.328,-0.038,-0.997
-0.299,-0.003,-0.977
-0.299,0.059,-0.988
-0.293,0.076,-1.006
-0.255,0.144,-0.947
-0.258,0.161,-0.974
-0.243,0.199,-0.979
-0.155,0.246,-0.947
-0.053,0.282,-0.991
-0.015,0.287,-0.988
0.032,0.282,-0.977
0.082,0.261,-0.979
0.1,0.258,-0.953
0.132,0.282,-0.982
0.22,0.238,-0.994
0.284,0.126,-1.003
0.293,0.082,-0.956
0.308,0.038,-0.988
0.308,-0.012,-1.009
0.314,-0.053,-1.006
0.29,-0.111,-0.982
0.308,-0.114,-0.997
0.284,-0.188,-1.009
0.243,-0.22,-0.982
0.217,-0.252,-0.982
0.191,-0.276,-0.994
0.167,-0.302,-0.974
0.106,-0.343,-0.953
0.073,-0.361,-0.965
0.003,-0.361,-0.941
-0.076,-0.355,-0.965
-0.106,-0.346,-0.962
-0.144,-0.302,-0.921
-0.191,-0.326,-1.018
-0.22,-0.287,-0.991
-0.243,-0.217,-0.953
-0.284,-0.199,-0.968
-0.302,-0.173,-0.977
-0.32,-0.076,-0.965
-0.317,-0.026,-0.962
-0.314,0.029,-0.988
-0.302,0.012,-0.988
-0.293,0.041,-1.003
-0.279,0.111,-0.994
-0.258,0.152,-0.965
-0.188,0.199,-0.962
-0.15,0.217,-0.977
-0.12,0.238,-0.982
-0.135,0.255,-0.974
-0.103,0.284,-0.962
0.026,0.296,-0.979
0.117,0.273,-0.965
0.147,0.243,-0.974
0.196,0.214,-0.982
0.199,0.191,-0.947
0.264,0.196,-1.032
0.258,0.123,-0.924
0.302,0.067,-0.95
0.343,-0.015,-1.012
0.326,-0.056,-1.012
0.29,-0.147,-0.977
0.293,-0.132,-0.997
0.29,-0.17,-1.018
0.29,-0.182,-0.994
0.273,-0.232,-0.991
0.182,-0.314,-0.991
0.147,-0.331,-0.968
0.082,-0.355,-0.997
0.023,-0.367,-1.018
0.026,-0.358,-0.979
-0.041,-0.328,-0.927
-0.062,-0.337,-0.912
-0.141,-0.284,-0.877
-0.191,-0.326,-1.009
-0.243,-0.273,-1.009
-0.258,-0.214,-0.979
-0.279,-0.182,-0.974
-0.302,-0.129,-0.968
-0.302,-0.117,-0.953
-0.317,-0.047,-0.965
-0.32,0.026,-0.979
-0.32,0,-1.003
-0.308,0.059,-1.009
-0.29,0.123,-0.953
-0.214,0.182,-0.979
-0.182,0.22,-0.977
-0.111,0.284,-0.991
-0.059,0.273,-0.988
-0.023,0.246,-0.979
-0.029,0.252,-0.965
0.038,0.255,-0.974
0.062,0.261,-0.988
0.091,0.255,-0.947
0.185,0.226,-0.968
0.232,0.182,-0.988
0.317,0.117,-1.041
0.302,0.044,-0.997
0.302,0.009,-0.997
0.326,0.038,-1.018
0.326,-0.003,-0.997
0.32,-0.082,-0.979
0.314,-0.141,-0.988
0.29,-0.211,-1.018
0.261,-0.229,-1.018
0.235,-0.252,-1.009
0.226,-0.273,-1.003
0.161,-0.328,-0.979
0.141,-0.355,-0.994
0.062,-0.375,-1.035
-0.023,-0.387,-1.026
-0.062,-0.37,-0.994
-0.12,-0.346,-1.006
-0.15,-0.296,-0.933
-0.182,-0.299,-0.965
-0.229,-0.27,-0.974
-0.249,-0.217,-0.953
-0.29,-0.161,-0.974
-0.314,-0.117,-0.991
-0.29,-0.07,-0.965
-0.29,-0.029,-0.968
-0.328,-0.023,-0.979
-0.34,-0.029,-1.009
-0.302,0.085,-1.006
-0.24,0.173,-0.956
-0.202,0.185,-0.977
-0.161,0.246,-0.988
-0.132,0.252,-0.991
-0.111,0.255,-0.979
-0.041,0.284,-0.991
0.038,0.296,-0.997
0.126,0.267,-0.988
0.158,0.232,-1.006
0.173,0.205,-0.991
0.196,0.185,-0.988
0.185,0.17,-0.918
0.284,0.173,-1.079
0.32,0.07,-1.062
0.331,0.032,-1.038
0.34,0.018,-1.032
0.349,-0.012,-1.041
0.328,-0.053,-0.988
0.317,-0.103,-0.947
0.349,-0.141,-1.003
0.287,-0.243,-1.012
0.188,-0.302,-0.997
0.17,-0.311,-0.977
0.129,-0.352,-1.003
0.106,-0.361,-1.026
0.088,-0.361,-0.994
0.044,-0.375,-1.012
-0.041,-0.387,-1.021
-0.141,-0.367,-1.021
-0.196,-0.282,-0.918
-0.196,-0.311,-0.988
-0.261,-0.258,-0.997
-0.273,-0.214,-0.982
-0.273,-0.17,-0.941
-0.317,-0.114,-0.965
-0.308,-0.047,-0.974
-0.284,-0.009,-0.962
-0.314,0.029,-0.968
-0.273,0.059,-0.988
-0.273,0.067,-0.933
-0.258,0.144,-0.991
-0.217,0.211,-0.974
-0.129,0.255,-0.977
-0.07,0.273,-0.991
-0.047,0.258,-0.982
0,0.255,-0.979
0,0.252,-0.974
0.053,0.261,-0.962
0.106,0.267,-0.997
0.214,0.217,-1.041
0.226,0.188,-1.023
0.249,0.17,-0.979
0.302,0.088,-0.988
0.328,0.032,-1.023
0.305,-0.003,-0.988
0.305,-0.012,-1.006
0.305,-0.088,-1.026
0.302,-0.114,-1.009
0.258,-0.188,-0.977
0.24,-0.214,-0.974
0.255,-0.214,-1.003
0.27,-0.226,-0.997
0.258,-0.27,-0.994
0.135,-0.361,-1.05
0.073,-0.372,-0.968
-0.012,-0.375,-0.991
-0.026,-0.372,-1.006
-0.038,-0.37,-1.012
-0.067,-0.358,-0.977
-0.12,-0.34,-0.947
-0.176,-0.32,-0.962
-0.261,-0.243,-0.979
-0.308,-0.205,-0.979
-0.32,-0.173,-0.982
-0.328,-0.088,-0.968
-0.32,-0.073,-0.968
-0.317,-0.012,-0.965
-0.317,0.009,-0.974
-0.293,0.07,-0.956
-0.249,0.147,-0.941
-0.246,0.167,-0.977
-0.185,0.205,-0.982
-0.161,0.214,-0.994
-0.114,0.258,-0.991
-0.1,0.261,-0.982
-0.067,0.258,-0.95
0.053,0.255,-0.956
0.088,0.258,-0.982
0.129,0.24,-0.991
0.155,0.226,-0.974
0.214,0.188,-0.997
0.249,0.111,-0.982
0.293,0.085,-1.012
0.305,0.047,-0.988
0.299,-0.018,-0.962
0.29,-0.076,-0.962
0.299,-0.103,-0.994
0.293,-0.188,-1.026
0.255,-0.243,-1.006
0.185,-0.287,-0.956
0.17,-0.311,-0.974
0.161,-0.311,-0.988
0.114,-0.331,-0.994
0.106,-0.331,-0.988
0.059,-0.352,-0.979
0.015,-0.375,-1.032
-0.059,-0.399,-1.026
-0.067,-0.387,-1.003
-0.141,-0.361,-1.023
-0.205,-0.328,-1.047
-0.214,-0.273,-0.977
-0.235,-0.287,-1.006
-0.293,-0.258,-1.018
-0.308,-0.24,-1.009
-0.355,-0.103,-0.997
-0.334,-0.053,-0.991
-0.314,-0.003,-0.968
-0.32,0.047,-1.006
-0.273,0.073,-0.965
-0.27,0.111,-0.921
-0.258,0.155,-0.979
-0.214,0.199,-0.997
-0.155,0.229,-0.965
-0.15,0.229,-0.974
-0.097,0.255,-0.974
-0.056,0.27,-0.982
0.015,0.287,-0.994
0.106,0.27,-0.991
0.15,0.243,-0.982
0.196,0.229,-0.982
0.22,0.182,-0.933
0.287,0.161,-1.035
0.27,0.053,-0.935
0.27,0.038,-0.935
0.308,-0.026,-0.977
0.314,-0.097,-0.988
0.279,-0.152,-0.997
0.27,-0.182,-1.023
0.232,-0.232,-1.012
0.217,-0.24,-0.994
0.217,-0.267,-0.982
0.17,-0.326,-0.974
0.141,-0.343,-0.953
0.044,-0.37,-0.982
-0.018,-0.355,-0.965
-0.047,-0.343,-0.982
-0.026,-0.355,-0.991
-0.082,-0.381,-1.023
-0.158,-0.355,-1.003
-0.249,-0.32,-1.047
-0.27,-0.255,-1.003
-0.229,-0.22,-0.947
-0.29,-0.176,-0.982
-0.284,-0.196,-0.994
-0.305,-0.152,-0.979
-0.355,-0.07,-0.994
-0.358,-0.053,-1.023
-0.305,0.073,-0.974
-0.279,0.114,-0.968
-0.284,0.091,-0.95
-0.279,0.138,-0.968
-0.255,0.176,-0.982
-0.214,0.202,-0.962
-0.17,0.243,-0.938
-0.062,0.284,-0.965
0.023,0.273,-0.977
0.044,0.261,-0.988
0.07,0.27,-1.003
0.1,0.261,-0.979
0.147,0.267,-0.968
0.232,0.214,-0.979
0.314,0.188,-1.023
0.305,0.07,-0.956
0.32,0.023,-0.982
0.334,-0.032,-1.035
0.317,-0.091,-1.018
0.279,-0.152,-0.962
0.273,-0.176,-0.991
0.261,-0.202,-1.006
0.217,-0.24,-1.006
0.182,-0.27,-0.982
0.196,-0.27,-0.977
0.167,-0.311,-1.003
0.082,-0.361,-1.003
0.018,-0.367,-0.903
-0.026,-0.37,-0.947
-0.088,-0.355,-0.941
-0.117,-0.352,-0.962
-0.167,-0.305,-0.912
-0.22,-0.317,-1.009
-0.261,-0.243,-0.997
-0.258,-0.202,-0.965
-0.293,-0.176,-0.968
-0.305,-0.144,-0.988
-0.302,-0.062,-0.974
-0.302,-0.009,-0.979
-0.317,-0.038,-1.009
-0.328,-0.044,-1.012
-0.308,0.056,-0.968
-0.264,0.144,-1.003
-0.226,0.188,-0.977
-0.173,0.232,-0.968
-0.135,0.238,-0.979
-0.117,0.226,-0.974
-0.111,0.252,-0.979
-0.088,0.287,-0.965
-0.009,0.299,-0.968
0.103,0.284,-0.974
0.147,0.258,-0.962
0.205,0.229,-0.997
0.235,0.144,-0.933
0.29,0.152,-1.047
0.287,0.088,-0.991
0.293,0.041,-0.965
0.302,-0.003,-0.956
0.314,-0.085,-0.979
0.302,-0.117,-0.982
0.279,-0.173,-0.997
0.261,-0.211,-0.991
0.24,-0.24,-1.006
0.232,-0.258,-0.991
0.17,-0.317,-1.023
0.111,-0.34,-1.009
0.073,-0.34,-0.968
0.015,-0.343,-0.977
0.009,-0.358,-0.968
-0.047,-0.367,-0.968
-0.135,-0.355,-0.947
-0.185,-0.314,-0.941
-0.202,-0.328,-1.009
-0.255,-0.243,-0.974
-0.264,-0.217,-0.977
-0.308,-0.188,-0.982
-0.314,-0.155,-0.979
-0.32,-0.053,-0.977
-0.308,0.015,-0.974
-0.308,0.023,-0.994
-0.279,0.056,-0.982
-0.249,0.103,-0.982
-0.276,0.088,-0.95
-0.255,0.141,-0.979
-0.205,0.196,-0.979
-0.15,0.232,-0.974
-0.103,0.267,-0.982
-0.053,0.282,-0.979
0,0.282,-0.965
0.018,0.276,-0.956
0.062,0.282,-0.968
0.126,0.284,-0.988
0.188,0.258,-0.988
0.258,0.152,-0.979
0.331,0.117,-1.038
0.343,0.076,-1.062
0.334,0.032,-1.023
0.34,-0.009,-1.009
0.37,-0.029,-1.023
0.32,-0.091,-0.982
0.302,-0.161,-0.968
0.258,-0.229,-0.962
0.264,-0.22,-0.991
0.235,-0.246,-0.997
0.199,-0.287,-1.012
0.167,-0.326,-0.994
0.132,-0.346,-0.994
0.012,-0.381,-1.05
-0.038,-0.375,-1.038
-0.073,-0.361,-1.009
-0.117,-0.32,-0.977
-0.173,-0.302,-0.968
-0.17,-0.314,-0.982
-0.205,-0.24,-0.941
-0.261,-0.185,-0.938
-0.284,-0.147,-0.947
-0.32,-0.085,-0.968
-0.293,-0.053,-0.962
-0.29,-0.012,-0.965
-0.334,-0.032,-0.994
-0.328,0.032,-1.006
-0.293,0.126,-0.927
-0.246,0.182,-0.982
-0.199,0.238,-0.968
-0.117,0.252,-0.979
-0.073,0.243,-0.988
-0.053,0.255,-0.994
-0.059,0.267,-0.994
0.07,0.261,-0.994
0.158,0.24,-1.009
0.167,0.214,-1.012
0.176,0.191,-0.994
0.182,0.199,-0.991
0.24,0.185,-0.997
0.302,0.114,-1.018
0.331,0.029,-1.026
0.334,-0.018,-1.023
0.326,-0.07,-1.012
0.305,-0.091,-1.023
0.326,-0.1,-1.021
0.32,-0.117,-0.994
0.284,-0.196,-0.953
0.243,-0.258,-0.979
0.211,-0.284,-0.965
0.141,-0.337,-0.977
0.106,-0.343,-1.006
0.085,-0.343,-1.012
0.067,-0.367,-0.994
0.029,-0.375,-1.018
-0.053,-0.384,-0.988
-0.129,-0.34,-0.962
-0.199,-0.326,-0.982
-0.243,-0.287,-0.994
-0.276,-0.267,-0.988
-0.302,-0.199,-0.979
-0.302,-0.147,-0.965
-0.308,-0.085,-0.962
-0.314,-0.029,-0.979
-0.29,0.003,-0.979
-0.279,0.044,-0.965
-0.29,0.059,-0.979
-0.264,0.111,-0.938
-0.243,0.158,-1.003
-0.217,0.214,-0.977
-0.135,0.27,-0.979
-0.088,0.276,-0.991
-0.067,0.27,-0.977
-0.026,0.261,-0.968
0.067,0.252,-0.977
0.144,0.232,-0.991
0.144,0.229,-1.018
0.176,0.217,-1.032
0.226,0.167,-0.977
0.276,0.167,-1.05
0.264,0.044,-0.912
0.273,-0.003,-0.935
0.293,-0.009,-0.991
0.317,0,-1.023
0.326,-0.07,-1.023
0.293,-0.191,-1.018
0.235,-0.24,-0.968
0.22,-0.252,-0.979
0.217,-0.258,-0.988
0.246,-0.258,-0.991
0.196,-0.326,-1.038
0.144,-0.355,-0.997
0.032,-0.396,-0.994
-0.026,-0.387,-0.982
-0.082,-0.361,-0.962
-0.106,-0.355,-0.982
-0.117,-0.317,-0.938
-0.158,-0.317,-0.979
-0.22,-0.311,-1.023
-0.27,-0.273,-1.006
-0.299,-0.202,-0.994
-0.293,-0.173,-0.982
-0.328,-0.111,-1.003
-0.326,-0.076,-0.988
-0.302,-0.003,-0.941
-0.299,0.044,-0.95
-0.284,0.111,-0.979
-0.246,0.167,-0.968
-0.205,0.188,-0.974
-0.176,0.199,-0.982
-0.173,0.22,-0.982
-0.129,0.246,-0.991
-0.1,0.273,-0.988
-0.023,0.282,-0.956
0.067,0.267,-0.956
0.103,0.252,-0.962
0.158,0.232,-0.991
0.199,0.199,-0.991
0.211,0.191,-0.991
0.314,0.158,-1.079
0.299,0.047,-0.988
0.302,-0.009,-0.977
0.305,-0.044,-0.997
0.308,-0.085,-1.003
0.279,-0.129,-0.991
0.27,-0.196,-1.018
0.217,-0.261,-1.006
0.199,-0.284,-0.997
0.144,-0.328,-0.979
0.155,-0.314,-0.956
0.111,-0.355,-1.003
0.126,-0.34,-0.968
0.067,-0.375,-0.991
0,-0.402,-0.997
-0.056,-0.402,-0.95
-0.147,-0.375,-0.991
-0.191,-0.337,-0.979
-0.229,-0.331,-1.026
-0.261,-0.258,-0.988
-0.273,-0.24,-0.991
-0.326,-0.205,-1.012
-0.331,-0.132,-0.997
-0.308,-0.088,-0.974
-0.32,-0.012,-0.979
-0.314,0.003,-1.003
-0.308,-0.015,-0.968
-0.302,0.082,-0.968
-0.279,0.123,-0.982
-0.249,0.167,-0.968
-0.191,0.226,-0.974
-0.141,0.246,-0.982
-0.111,0.232,-0.962
-0.07,0.238,-0.962
-0.056,0.267,-0.988
0.026,0.27,-0.977
0.085,0.29,-1.012
0.158,0.255,-0.997
0.205,0.205,-0.974
0.22,0.152,-0.935
0.305,0.152,-1.062
0.32,0.076,-1.047
0.302,0.012,-0.991
0.293,-0.029,-0.962
0.326,-0.076,-0.988
0.314,-0.126,-1.006
0.261,-0.205,-0.988
0.217,-0.258,-0.982
0.217,-0.246,-0.997
0.214,-0.261,-1.003
0.173,-0.305,-0.979
0.111,-0.355,-0.982
0.012,-0.372,-0.968
-0.023,-0.343,-0.927
-0.047,-0.331,-0.953
-0.067,-0.337,-0.974
-0.088,-0.361,-0.991
-0.202,-0.314,-0.979
-0.232,-0.314,-1.035
-0.264,-0.238,-0.982
-0.249,-0.229,-0.977
-0.299,-0.191,-0.982
-0.331,-0.144,-0.997
-0.328,-0.147,-0.991
-0.358,-0.091,-1.006
-0.364,-0.003,-1.026
-0.287,0.091,-0.977
-0.273,0.097,-0.941
-0.261,0.152,-0.997
-0.255,0.155,-0.974
-0.24,0.161,-0.965
-0.202,0.226,-0.962
-0.173,0.267,-0.956
-0.053,0.29,-0.968
0.003,0.29,-0.965
0.097,0.267,-0.982
0.126,0.243,-0.988
0.126,0.252,-0.997
0.173,0.232,-0.974
0.214,0.196,-0.933
0.302,0.138,-1.018
0.326,0.076,-1.038
0.314,0.023,-1.006
0.308,-0.032,-1.009
0.314,-0.047,-1.003
0.284,-0.138,-0.977
0.284,-0.182,-0.982
0.27,-0.205,-1.006
0.226,-0.267,-1.009
0.188,-0.296,-0.997
0.173,-0.299,-0.988
0.114,-0.337,-0.988
0.041,-0.361,-0.991
0.003,-0.355,-0.947
-0.059,-0.355,-0.938
-0.091,-0.346,-0.977
-0.129,-0.326,-0.965
-0.191,-0.296,-0.968
-0.211,-0.287,-1.012
-0.261,-0.282,-1.032
-0.279,-0.276,-1.023
-0.308,-0.205,-0.991
-0.326,-0.152,-0.997
-0.349,-0.1,-0.997
-0.355,-0.026,-1.006
-0.328,-0.044,-0.997
-0.326,0.026,-0.982
-0.328,0.076,-0.977
-0.284,0.147,-0.968
-0.226,0.199,-0.977
-0.147,0.255,-0.979
-0.097,0.267,-0.974
-0.1,0.252,-0.974
-0.082,0.261,-0.968
-0.029,0.284,-0.974
0.018,0.299,-0.968
0.097,0.276,-0.95
0.185,0.24,-0.974
0.24,0.205,-1.003
0.255,0.152,-0.962
0.284,0.126,-0.974
0.317,0.082,-1.006
0.32,0.015,-0.988
0.32,-0.067,-0.994
0.302,-0.117,-0.982
0.302,-0.152,-1.009
0.264,-0.188,-1.006
0.249,-0.176,-0.947
0.258,-0.214,-0.956
0.258,-0.255,-0.979
0.205,-0.314,-1.018
0.106,-0.352,-0.991
0.047,-0.361,-0.982
0.015,-0.358,-1.009
-0.038,-0.361,-0.994
-0.059,-0.355,-0.947
-0.082,-0.326,-0.912
-0.191,-0.311,-0.968
-0.246,-0.276,-0.997
-0.258,-0.238,-1.003
-0.279,-0.214,-0.994
-0.29,-0.155,-0.974
-0.287,-0.106,-0.965
-0.302,-0.015,-0.962
-0.287,-0.023,-0.941
-0.308,0.015,-1.012
-0.29,0.082,-0.991
-0.276,0.076,-0.95
-0.279,0.132,-0.956
-0.255,0.191,-0.979
-0.147,0.258,-0.991
-0.053,0.302,-0.994
-0.018,0.296,-0.997
0.003,0.27,-0.968
0.067,0.252,-0.965
0.062,0.261,-0.956
0.1,0.273,-0.988
0.196,0.232,-0.997
0.229,0.196,-0.956
0.314,0.126,-1.05
0.29,0.047,-0.965
0.305,0.003,-0.968
0.334,0.003,-0.991
0.334,-0.038,-1.009
0.317,-0.114,-0.994
0.305,-0.158,-1.009
0.273,-0.205,-0.982
0.243,-0.243,-0.997
0.202,-0.282,-1.003
0.196,-0.273,-0.988
0.205,-0.287,-0.988
0.161,-0.34,-1.021
0.097,-0.37,-1.038
0.009,-0.375,-1.012
-0.056,-0.355,-0.974
-0.082,-0.355,-1.006
-0.135,-0.299,-0.927
-0.155,-0.305,-0.956
-0.214,-0.299,-0.991
-0.22,-0.258,-0.965
-0.287,-0.188,-0.965
-0.302,-0.147,-0.968
-0.317,-0.091,-0.968
-0.32,-0.023,-0.982
-0.29,0.047,-0.974
-0.293,0.003,-0.965
-0.317,0.047,-0.965
-0.261,0.158,-0.982
-0.188,0.205,-0.977
-0.144,0.229,-0.974
-0.097,0.27,-0.994
-0.088,0.246,-0.997
-0.073,0.246,-0.982
-0.012,0.27,-0.982
0.082,0.267,-0.974
0.135,0.24,-0.994
0.173,0.22,-0.988
0.202,0.196,-0.982
0.22,0.173,-0.979
0.314,0.161,-1.106
0.299,0.07,-1.012
0.32,-0.009,-1.018
0.346,-0.044,-1.023
0.331,-0.073,-1.021
0.287,-0.152,-0.991
0.284,-0.147,-0.982
0.308,-0.141,-1.012
0.284,-0.217,-1.026
0.264,-0.252,-1.009
0.167,-0.34,-1.006
0.114,-0.367,-0.974
0.041,-0.372,-0.965
0.003,-0.358,-0.956
0.041,-0.358,-0.991
-0.018,-0.372,-1.023
-0.106,-0.361,-1.026
-0.185,-0.299,-0.956
-0.217,-0.29,-1.003
-0.229,-0.273,-0.997
-0.264,-0.22,-0.968
-0.249,-0.214,-0.962
-0.299,-0.147,-0.962
-0.299,-0.097,-0.956
-0.314,-0.041,-0.974
-0.308,0.038,-0.95
-0.279,0.073,-0.962
-0.273,0.1,-0.965
-0.29,0.117,-0.979
-0.191,0.22,-0.982
-0.12,0.252,-0.979
-0.12,0.24,-0.982
-0.111,0.232,-0.979
-0.029,0.243,-0.988
-0.012,0.261,-0.977
0.053,0.246,-0.974
0.085,0.252,-0.974
0.144,0.252,-1.018
0.205,0.214,-1.026
0.217,0.161,-0.965
0.314,0.129,-1.059
0.308,0.056,-1.006
0.299,-0.009,-0.977
0.314,-0.018,-0.994
0.328,-0.07,-1.003
0.302,-0.152,-1.006
0.284,-0.185,-0.994
0.235,-0.255,-0.977
0.211,-0.296,-1.003
0.205,-0.284,-0.991
0.182,-0.314,-0.991
0.126,-0.355,-0.997
0.059,-0.387,-0.997
0.003,-0.375,-0.927
-0.056,-0.372,-0.968
-0.073,-0.37,-1.003
-0.126,-0.352,-0.997
-0.167,-0.314,-0.982
-0.191,-0.29,-0.965
-0.249,-0.273,-1.018
-0.293,-0.22,-0.982
-0.287,-0.17,-0.956
-0.299,-0.123,-0.965
-0.308,-0.085,-0.988
-0.305,-0.073,-0.979
-0.331,-0.023,-0.95
-0.32,0.015,-0.956
-0.273,0.147,-0.941
-0.226,0.191,-0.982
-0.199,0.202,-0.991
-0.167,0.22,-0.982
-0.15,0.226,-0.968
-0.135,0.243,-0.979
-0.103,0.276,-0.979
0.029,0.29,-0.974
0.097,0.267,-0.974
0.141,0.24,-0.979
0.167,0.214,-0.988
0.182,0.196,-0.979
0.205,0.111,-0.965
0.305,0.111,-1.082
0.302,0.044,-1.041
0.29,-0.026,-0.991
0.276,-0.056,-0.956
0.317,-0.047,-0.988
0.299,-0.141,-1.021
0.284,-0.173,-1.018
0.226,-0.258,-0.974
0.205,-0.302,-1.006
0.161,-0.337,-0.991
0.144,-0.337,-0.991
0.085,-0.358,-0.997
0.114,-0.34,-0.947
0.056,-0.381,-1.035
-0.012,-0.411,-1.032
-0.067,-0.413,-1.023
-0.185,-0.367,-1.012
-0.214,-0.32,-1.009
-0.22,-0.29,-0.991
-0.255,-0.261,-0.994
-0.284,-0.255,-1.012
-0.302,-0.185,-0.997
-0.328,-0.144,-0.997
-0.331,-0.073,-0.991
-0.314,-0.012,-0.974
-0.308,-0.015,-0.994
-0.293,0.073,-0.974
-0.287,0.085,-0.938
-0.276,0.129,-0.979
-0.24,0.188,-0.974
-0.188,0.226,-0.988
-0.12,0.252,-0.962
-0.085,0.246,-0.968
-0.056,0.255,-0.974
-0.015,0.27,-0.991
0.056,0.284,-0.997
0.12,0.276,-1.009
0.176,0.24,-0.977
0.211,0.211,-0.965
0.264,0.182,-0.965
0.302,0.103,-0.988
0.326,0.029,-0.994
0.308,-0.012,-0.997
0.302,-0.047,-0.997
0.305,-0.1,-0.997
0.29,-0.158,-1.012
0.246,-0.205,-0.997
0.202,-0.226,-0.953
0.214,-0.238,-0.965
0.229,-0.255,-0.988
