ACTIVITY,LOCATION,HEADER_TIME_STAMP,X,Y,Z,SR,GRANGE,TYPE,GROUP
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.0939153115930622,0.019488650019775,0.205093264410383,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.069443928391947,0.119261222410491,0.156801714383038,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.039202519130931,0.215669631503149,0.106218611646811,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.00700133702705721,0.297562678737329,0.0604483060212722,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,0.0221103695692933,0.35512106833888,0.0250650980447296,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,0.0432398914554324,0.381792714886876,0.00323147298426568,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,0.0532220932342414,0.37586725265188,-0.00429059419688559,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,0.0514504609543162,0.341024025431157,0.00131795114399373,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,0.0395503744882348,0.285379476476224,0.0173290112826679,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,0.0203807068074978,0.219190009996717,0.0399874788906469,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.00276964107692299,0.152077649950692,0.0654608246215984,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.0264240423711669,0.0909162372513274,0.0908728793556104,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.0469140717350944,0.039089566943871,0.114873398819225,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.0605635526565731,-0.00289171159384952,0.137523541861237,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.0642450083790565,-0.0359809433911079,0.159519361052646,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.0562260524611079,-0.0611715587583538,0.181036658604084,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.0368860475335672,-0.0785828295675988,0.200811742186028,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.00874217608249156,-0.0871641014282702,0.215998697000899,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,0.0243237272426515,-0.0850436699067713,0.222866591865078,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,0.0581835190349354,-0.0704921699322067,0.21802027430901,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,0.0894639372549355,-0.0430790979978232,0.199667912938211,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,0.116216579280588,-0.0044875571071716,0.168475373397746,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,0.138143603205975,0.041223466006403,0.127759446742289,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,0.156326806321717,0.0879852055319281,0.082962765772682,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,0.17251936315086,0.128773798901387,0.040459860481202,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,0.18821573686971,0.157183974198244,0.00601316728328159,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,0.203841645615079,0.169046705800525,-0.0165376819689728,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,0.218394472167838,0.163459900904386,-0.0259243048774936,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,0.229651243497467,0.142740396323948,-0.0233802785281718,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,0.234796101392673,0.111242532087636,-0.0119908767900909,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,0.231250111398296,0.073661500783555,0.00427224455271319,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,0.217470897984848,0.0338531796682987,0.021453005176419,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,0.193445179530737,-0.00535230762206398,0.0362374141095246,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,0.16069889144979,-0.0418145199795993,0.0463034832111341,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,0.121791573889737,-0.0739069731995928,0.0504074025274473,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,0.0794222892528309,-0.100732034786254,0.04829208979343,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,0.035538860034685,-0.122469768167888,0.0405080370845719,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.00906130665875343,-0.140426792942432,0.0281082043339971,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.0543919877758182,-0.15654218755454,0.0123059257324751,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.100385664288921,-0.172385766326404,-0.00574056550178844,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.145985565752414,-0.187927100318719,-0.0251108954675019,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.188759060286882,-0.200693043071016,-0.0453721174229279,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.225279795766128,-0.206031895957126,-0.0666982187656464,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.252149614214434,-0.198641180066009,-0.0896437821963312,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.267156860053123,-0.174715398332256,-0.114638962123672,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.269945046085061,-0.133750102463566,-0.141408439525238,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.261902398480757,-0.0792718743777073,-0.168508930206093,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.245505324720845,-0.0182284799342912,-0.193327875057348,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.223601468950447,0.0406957309528454,-0.212827376764726,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.199000643157465,0.0891100313871504,-0.224729403983005,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.174450440464489,0.120469365676492,-0.228305150602432,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.152808413459003,0.130727867410265,-0.224158694563742,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.13706187460857,0.118326808358415,-0.213284466435434,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.129845881891924,0.084211286440097,-0.196364990017992,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.132397575331853,0.0323143127863765,-0.174039252312568,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.143402125668499,-0.0299565286946922,-0.147874174860919,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.158527650302322,-0.0922069883861761,-0.121029719039279,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.171210477203454,-0.142980507951087,-0.097903896575989,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.174565802632905,-0.172651895006025,-0.0829004127457751,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.163663670859382,-0.176194042014522,-0.0790124578156962,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:35,-0.137193608878519,-0.154659463515261,-0.0868423491395082,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,-0.0979263084313458,-0.114885313755403,-0.104224790377304,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,-0.0520244061436953,-0.0678074552570685,-0.12647073461327,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,-0.00752227298664711,-0.0260444910333251,-0.147357567291889,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0276574264458822,-0.00124064957408632,-0.160683000828939,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0476307107418917,-0.00145955233780492,-0.161897458104027,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0499353254263204,-0.0289188320911014,-0.149451504719873,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0360708247516823,-0.0788029360701123,-0.125371325749092,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0110121935087414,-0.140056950573933,-0.0945471877499722,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,-0.0182100487886071,-0.198199250161897,-0.0630550669478717,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,-0.0443830483347029,-0.239178706563426,-0.0364959553560165,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,-0.0618783136451006,-0.252976452853156,-0.0189306202171236,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,-0.0678896562446532,-0.235815529237543,-0.0123814062907881,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,-0.0628254395602353,-0.190416610668906,-0.0167546386746514,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,-0.0497655365646244,-0.124601018076399,-0.030076159132868,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,-0.0332139254188232,-0.0490603319767433,-0.0489414137059995,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,-0.0175502945875413,0.0249796694135533,-0.0691305325473818,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,-0.00566488269583172,0.0877311640499013,-0.0863267023421551,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.00172961518406341,0.132194881058841,-0.0968219220964838,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.00588294615521329,0.154887970597837,-0.0981124828898889,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.00912849908543728,0.155980892810077,-0.0893014577436207,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.013833872140127,0.138710558565739,-0.0711423900495066,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0215703012243233,0.108138338785734,-0.0455570698568713,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0326523428391512,0.0697763260620377,-0.0147759244878973,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0460682137790111,0.0286437345939825,0.0193955329248357,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0598274675883248,-0.0111174338826888,0.0557855264974909,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0716676452413996,-0.0463469433225492,0.0936316725439731,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0798470520688029,-0.0749316114020959,0.132211851817813,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0836827696291834,-0.0956726980258057,0.170349592230278,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0836712474948076,-0.107784677803724,0.205933200725199,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0812653929467932,-0.110424310023611,0.236032518568827,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0784608829350992,-0.10278920896663,0.257857465021877,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0772706804961589,-0.0846603572528428,0.269974759156463,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0791433548632758,-0.0567373773381288,0.272872560782918,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.084501712462935,-0.0203812439588686,0.26837432328504,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0926393345662717,0.0229664171913083,0.258311124972117,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.102039144310299,0.072145843463098,0.243404126059632,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.110941095961555,0.12611313923158,0.223066623008941,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.117889546675677,0.183273419637195,0.196322526366793,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.122051101369665,0.240651466519438,0.163362230766137,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.12323574549997,0.293473397676709,0.126623285241599,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.121695217518394,0.33564294678361,0.0905748409832303,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.11786798960101,0.361073238539147,0.0604807320848942,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.112227695945902,0.36524578859424,0.0410227721581379,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.105276504229997,0.346242850427954,0.0353683089866782,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0975974489032357,0.304994974826954,0.044713177522892,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0898092172680629,0.245114786468922,0.0680589815518868,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0823579474984546,0.172698201631072,0.10217871494628,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0752751687808215,0.0959307520323307,0.141959639937272,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.068106789539291,0.0240913027508913,0.181138361846808,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0601809301890834,-0.0340357721152299,0.213262254683067,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0512126684063377,-0.0718478995387042,0.232763289576306,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0418974908334431,-0.0862155935266324,0.235972582026258,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0340471615470824,-0.0780543833588281,0.221815943910167,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0301652443663557,-0.0519674532870178,0.192005343770134,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0326754499189233,-0.0150144603865075,0.150579682367597,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0430818098057572,0.0250252989905885,0.102848500544692,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0613399159890499,0.0613844896443031,0.0542287167776377,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0856793613634585,0.0895042910699639,0.00945823864294008,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.112934637101393,0.107284877400471,-0.0277724582601017,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.139236401096686,0.114392472227233,-0.0549408390543835,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.16083989547406,0.111201543572952,-0.0706998592962656,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.174806090557163,0.098087281727326,-0.0748216034953269,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.179294026405113,0.0753258153212819,-0.0679790165148723,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.173526677514757,0.0434030996173065,-0.0513461105038778,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.157666114975096,0.00344835895005623,-0.0263969865459077,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.132686509522223,-0.0423017604884101,0.00470208064723815,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.100207871248828,-0.0901325261364996,0.0384791110031969,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0622636806304472,-0.135144344893321,0.070271487737563,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,0.0210706862232918,-0.172538375683227,0.095388315973344,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,-0.0210892623649883,-0.199057568319168,0.110472580579319,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,-0.0619055536402536,-0.213453622395702,0.114043525775684,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,-0.0990718349207718,-0.215905149647516,0.106147649830979,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,-0.130325791108241,-0.207181094841998,0.0877605618731114,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,-0.153582853558738,-0.188215112023295,0.0603681549558598,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,-0.167274595119565,-0.160153023288339,0.0257037777829128,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,-0.1707976263045,-0.124595379746725,-0.0144254100810055,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,-0.164780385721329,-0.0838161581411295,-0.0581010815327791,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,-0.150907705301961,-0.0408309652847499,-0.102994123296324,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,-0.131333408555122,0.000855977268912983,-0.146127504715667,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:36,-0.108045029738474,0.0378881101371148,-0.184131845899027,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,-0.0826098892573682,0.067753170799717,-0.213956206749445,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,-0.0564239700765235,0.0890662100236561,-0.233536555486451,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,-0.0311594598419713,0.101343761564816,-0.242054830451476,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,-0.00898548872371474,0.104614271416738,-0.239859051329753,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,0.00762783298008932,0.0992606196993904,-0.228298707339174,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,0.0164468103313718,0.0861914413792927,-0.209557058659558,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,0.0161436461642641,0.0670498176853371,-0.18633599616696,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,0.00682440005908595,0.0440061992068151,-0.161351826018198,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,-0.0098573720263804,0.0189549495694581,-0.136874418660636,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,-0.0311104648916157,-0.00752289233461976,-0.114453128526333,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,-0.0537382151618146,-0.0366490476956066,-0.0947154266093155,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,-0.0748383259133127,-0.0706933355468923,-0.0773238979987304,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,-0.0922307984442586,-0.111062889159252,-0.0614786700873319,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,-0.104547735983163,-0.156379909706837,-0.0468745941581489,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,-0.111080784931994,-0.201952530936843,-0.0342871123374774,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,-0.111557285050053,-0.241006364529312,-0.0252444597293618,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,-0.105971603938558,-0.266784751162864,-0.0211695171052944,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,-0.0945398631854907,-0.274404931492507,-0.022696062628441,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,-0.07773731648219,-0.261898953807563,-0.0295305409555885,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,-0.0562714650872758,-0.230335565512565,-0.0407868934850606,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,-0.0309490814148261,-0.183252933369064,-0.0553895305272624,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,-0.00263408235256884,-0.125862246223952,-0.0721576796711648,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,0.0274971681170457,-0.0643184671635315,-0.0896292577054871,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,0.0574974180561096,-0.00503130311747055,-0.106036710063969,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,0.084365731031252,0.0460139963496261,-0.119643368363933,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,0.104351177952469,0.0838907717780262,-0.12917565799372,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,0.11395186534345,0.10538903690035,-0.133996162544173,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,0.111172445489927,0.109692915192515,-0.134048450079809,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,0.0963408523713577,0.0988088277197066,-0.129822414194722,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,0.0721347923495783,0.077297216571318,-0.122345692399043,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,0.0429430990619559,0.0509507914014448,-0.113000560048955,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,0.0138261992806723,0.0247632800892779,-0.103081850453564,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,-0.0106228565995446,0.00142760174089904,-0.0932959188479557,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,-0.0271756608840547,-0.0186184429428865,-0.0835772065812209,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,-0.0344252280337995,-0.0358729190362154,-0.0733715604915019,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,-0.0327627800073411,-0.0502811327361026,-0.0621645689249998,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,-0.0239829746057959,-0.0605093538330114,-0.049960095565301,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,-0.010803528743602,-0.0643191984680883,-0.037503188725311,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,0.00357801046491911,-0.0596924837847581,-0.0261299692507518,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,0.0160735735182102,-0.0458983865593768,-0.0172607981664238,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,0.0244436857099106,-0.0239384760210206,-0.0117068015490421,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,0.0278244604260054,0.00353519554498436,-0.00906067529614921,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,0.0267337022965298,0.0324453567197446,-0.00735406960277472,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,0.0226413042132431,0.0575674032827125,-0.00308111741128353,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,0.0174954321260186,0.0732244917262074,0.00814795917584273,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,0.0134659575048795,0.0747809572475829,0.0301840698998913,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,0.0127895013733907,0.060655422122984,0.0646587857882754,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,0.0174629963692102,0.0338347762255616,0.109919680316812,80,8,GT9X,Filtered
Bike -Outdoor,Non-dominant hip,2015-10-08 14:54:37,0.0287117187174,0.00186032710877308,0.161097018162579,80,8,GT9X,Filtered
